c_area,decoration,greenland,open_date,has_short_video,gdp,metro,urban_district_population,urban_population,min_frame_area,bus,c_water_resources,is_cooperation,latitude,green_space_and_square,shopping,near_main_road,max_frame_rooms,big_block,region,longitude,urban_district_temporary_population,max_frame_area,biz,reference_unit_price
-0.502614834,0.81811501,-0.283689006,-0.229009516,-0.765132103,-0.569856089,-0.324158617,-0.307203923,-0.409389447,-0.246334679,-0.721444334,-0.378931995,0.887442256,1.387342243,-0.424010884,-0.850907584,1.2468584,0.233735758,-0.194496651,-1.245583235,0.32994807,-0.551961901,-0.249003288,1.84731898,9000
-0.502614834,-1.22232203,-0.283689006,-0.249410231,-0.765132103,-0.569856089,-0.324158617,-0.307203923,-0.409389447,-0.321379789,-0.721444334,-0.378931995,0.887442256,1.377927716,-0.424010884,-0.850907584,-0.80201569,-0.682334201,-0.194496651,-1.245583235,0.333575484,-0.551961901,-0.310102911,1.84731898,8500
-0.502614834,0.81811501,-0.283689006,-0.179390829,-0.765132103,-0.569856089,-0.324158617,-0.307203923,-0.409389447,-0.340141066,-0.721444334,-0.378931995,0.887442256,1.379496803,-0.424010884,-0.850907584,-0.80201569,-0.682334201,-0.194496651,-1.245583235,0.322693243,-0.551961901,-0.296525217,1.84731898,7900
-0.502614834,0.81811501,-0.283689006,-0.174377094,-0.765132103,-0.569856089,-0.324158617,-0.307203923,-0.409389447,-0.208812125,-0.721444334,-0.378931995,0.887442256,1.379496803,-0.424010884,1.175215757,-0.80201569,0.233735758,-0.194496651,-1.245583235,0.32994807,-0.551961901,-0.133592889,1.84731898,8500
-0.502614834,0.81811501,-0.283689006,-0.097442195,-0.765132103,-0.569856089,-0.324158617,-0.307203923,-0.409389447,0.053845758,-0.721444334,-0.378931995,-1.134131981,1.395187682,-0.424010884,1.175215757,-0.80201569,-0.682334201,-0.194496651,-1.245583235,0.326320656,-0.551961901,-0.269369829,1.84731898,12000
-0.927694276,0.81811501,-0.283689006,-0.132019678,-0.765132103,-0.868763262,-0.324158617,-0.739100424,-0.650166336,-0.058721906,-0.721444334,-0.097744496,0.887442256,1.578770964,-0.883518432,-0.850907584,1.2468584,-0.682334201,-0.194496651,-0.15924872,-1.240722132,-0.700284439,-0.160748277,-0.541325029,6200
-0.927694276,0.81811501,-0.283689006,-0.21604296,-0.765132103,-0.868763262,-0.324158617,-0.739100424,-0.650166336,-0.002438074,-0.721444334,-0.097744496,0.887442256,1.578770964,-0.883518432,-0.850907584,1.2468584,-0.682334201,-0.194496651,-0.15924872,-1.240722132,-0.700284439,-0.174325971,-0.541325029,6200
-0.927694276,0.81811501,-0.283689006,-0.132019678,-0.765132103,-0.868763262,-0.324158617,-0.739100424,-0.650166336,0.222697254,-0.721444334,-0.097744496,0.887442256,1.585047315,-0.883518432,-0.850907584,1.2468584,-0.682334201,-0.194496651,-0.15924872,-1.238908425,-0.700284439,-0.15395943,1.84731898,4500
-0.927694276,0.81811501,-0.283689006,-0.037104488,-0.765132103,-0.868763262,-0.324158617,-0.739100424,-0.650166336,-0.302618511,-0.721444334,-0.097744496,0.887442256,1.586616403,-0.883518432,-0.850907584,1.2468584,0.233735758,-0.194496651,-0.15924872,-1.244349546,-0.700284439,-0.167537124,-0.541325029,4300
-0.927694276,0.81811501,-0.283689006,-0.132019678,-0.765132103,-0.868763262,-0.324158617,-0.739100424,-0.650166336,-0.659082781,-0.721444334,-0.097744496,0.887442256,1.581909139,-0.883518432,-0.850907584,-0.80201569,-0.682334201,-0.194496651,-0.15924872,-1.238908425,-0.700284439,-0.276158676,1.84731898,5200
-0.832090348,-1.22232203,-0.283689006,-0.116114036,1.30696385,-0.811895363,-0.324158617,-0.702625132,-0.634019268,-0.790411722,1.386108328,-0.444811326,-1.134131981,-1.435446847,-0.801494073,-0.850907584,-0.80201569,0.233735758,-0.194496651,0.927085794,-0.914254885,-0.606584932,-0.323680605,1.84731898,4999
-0.832090348,-1.22232203,-0.283689006,-0.068915772,1.30696385,-0.811895363,-0.324158617,-0.702625132,-0.634019268,-0.321379789,1.386108328,-0.444811326,0.887442256,-1.443292286,-0.801494073,-0.850907584,1.2468584,0.233735758,-0.194496651,0.927085794,-0.914254885,-0.606584932,-0.249003288,1.84731898,4796
-0.832090348,-1.22232203,-0.283689006,-0.223477119,1.30696385,-0.811895363,-0.324158617,-0.702625132,-0.634019268,-0.321379789,-0.721444334,-0.444811326,0.887442256,-1.44799955,-0.801494073,-0.850907584,-0.80201569,1.149805718,-0.194496651,0.927085794,-0.92876454,-0.606584932,-0.249003288,1.84731898,5600
-0.832090348,0.81811501,-0.283689006,-0.06770556,1.30696385,-0.811895363,-0.324158617,-0.702625132,-0.634019268,-0.340141066,-0.721444334,-0.444811326,-1.134131981,-1.44799955,-0.801494073,-0.850907584,1.2468584,1.149805718,-0.194496651,0.927085794,-0.923323419,-0.606584932,1.000144559,1.84731898,5200
-0.832090348,0.81811501,-0.283689006,-0.195123584,1.30696385,-0.811895363,-0.324158617,-0.702625132,-0.634019268,-0.17128957,-0.721444334,-0.444811326,0.887442256,-1.446430462,-0.801494073,1.175215757,-0.80201569,-0.682334201,-0.194496651,0.927085794,-0.92876454,-0.606584932,-0.215059053,1.84731898,5300
-0.832090348,-1.22232203,-0.283689006,-0.064766474,1.30696385,-0.811895363,-0.324158617,-0.702625132,-0.634019268,-1.09059216,1.386108328,-0.444811326,0.887442256,-1.449568637,-0.801494073,-0.850907584,1.2468584,-0.682334201,-0.194496651,0.927085794,-0.92876454,-0.606584932,-0.602023332,1.84731898,8200
-0.832090348,-1.22232203,-0.283689006,-0.08378409,1.30696385,-0.811895363,-0.324158617,-0.702625132,-0.634019268,-0.902979386,1.386108328,-0.444811326,-1.134131981,-1.452706813,-0.801494073,1.175215757,1.2468584,-0.682334201,-0.194496651,0.927085794,-0.916068591,-0.606584932,-0.439091004,1.84731898,10000
-0.832090348,-1.22232203,-0.283689006,-0.079289017,-0.765132103,-0.811895363,-0.324158617,-0.702625132,-0.634019268,-0.358902343,1.386108328,-0.444811326,0.887442256,-1.441723198,-0.801494073,1.175215757,-0.80201569,-0.682334201,-0.194496651,0.927085794,-0.919696005,-0.606584932,-0.296525217,1.84731898,11000
-0.832090348,0.81811501,-0.283689006,-0.073929507,1.30696385,-0.811895363,-0.324158617,-0.702625132,-0.634019268,-0.809173,-0.721444334,-0.444811326,-1.134131981,-1.449568637,-0.801494073,-0.850907584,1.2468584,-0.682334201,-0.194496651,0.927085794,-0.92876454,-0.606584932,-0.174325971,1.84731898,5300
-0.659713569,0.81811501,-0.283689006,-0.040735124,1.30696385,3.413452856,-0.324158617,3.138713166,3.367147413,2.286437761,-0.721444334,-0.38377059,0.887442256,1.479918428,0.522264171,-0.850907584,-0.80201569,-0.682334201,-0.194496651,-1.245583235,0.542151781,2.80231239,0.647124515,-0.541325029,16000
-0.659713569,0.81811501,-0.283689006,-0.042291111,1.30696385,3.413452856,3.084909507,3.138713166,3.367147413,1.629793054,-0.721444334,-0.38377059,0.887442256,1.418724,0.522264171,-0.850907584,-0.80201569,0.233735758,-0.194496651,-1.245583235,0.351712553,2.80231239,0.233004848,-0.541325029,58000
-0.659713569,-1.22232203,-0.283689006,0.101032555,-0.765132103,3.413452856,-0.324158617,3.138713166,3.367147413,0.166413422,-0.721444334,-0.38377059,0.887442256,1.495609306,0.522264171,-0.850907584,-0.80201569,1.149805718,-0.194496651,-1.245583235,0.415192296,2.80231239,1.326009215,-0.541325029,27000
-0.659713569,-1.22232203,-0.283689006,-0.110927414,1.30696385,3.413452856,-0.324158617,3.138713166,3.367147413,0.035084481,1.386108328,-0.38377059,0.887442256,1.454813022,0.522264171,-0.850907584,-0.80201569,0.233735758,-0.194496651,-1.245583235,0.4423979,2.80231239,0.008972898,-0.541325029,49000
-0.659713569,-1.22232203,-0.283689006,-0.012727363,1.30696385,3.413452856,-0.324158617,3.138713166,3.367147413,1.273328785,-0.721444334,-0.38377059,0.887442256,1.418724,0.522264171,1.175215757,-0.80201569,0.233735758,-0.194496651,-1.245583235,0.358967381,2.80231239,0.429881411,-0.541325029,50000
