min_frame_area,max_frame_area,open_date,has_short_video,longitude,urban_district_population,gdp,urban_district_temporary_population,lowest_total_price,urban_population,max_frame_rooms,greenland,c_area,near_main_road,region,reference_highest_total_price,decoration,latitude,biz,shopping,green_space_and_square,reference_lowest_total_price,reference_unit_price
-0.246334679,-0.249003288,-0.229009516,-0.765132103,0.32994807,-0.307203923,-0.569856089,-0.551961901,-0.043858976,-0.409389447,0.233735758,-0.283689006,-0.502614834,1.2468584,-1.245583235,-0.308264218,0.81811501,1.387342243,1.84731898,-0.850907584,-0.424010884,-0.405108907,9000
-0.321379789,-0.310102911,-0.249410231,-0.765132103,0.333575484,-0.307203923,-0.569856089,-0.551961901,-0.044678537,-0.409389447,-0.682334201,-0.283689006,-0.502614834,-0.80201569,-1.245583235,-0.382222944,-1.22232203,1.377927716,1.84731898,-0.850907584,-0.424010884,-0.379924037,8500
-0.340141066,-0.296525217,-0.179390829,-0.765132103,0.322693243,-0.307203923,-0.569856089,-0.551961901,-0.044827548,-0.409389447,-0.682334201,-0.283689006,-0.502614834,-0.80201569,-1.245583235,-0.404410562,0.81811501,1.379496803,1.84731898,-0.850907584,-0.424010884,-0.414553233,7900
-0.208812125,-0.133592889,-0.174377094,-0.765132103,0.32994807,-0.307203923,-0.569856089,-0.551961901,-0.044529526,-0.409389447,0.233735758,-0.283689006,-0.502614834,-0.80201569,-1.245583235,-0.323055963,0.81811501,1.379496803,1.84731898,1.175215757,-0.424010884,-0.39566458,8500
0.053845758,-0.269369829,-0.097442195,-0.765132103,0.326320656,-0.307203923,-0.569856089,-0.551961901,-0.042890403,-0.409389447,-0.682334201,-0.283689006,-0.502614834,-0.80201569,-1.245583235,-0.282378664,0.81811501,1.395187682,1.84731898,1.175215757,-0.424010884,-0.244555362,12000
-0.058721906,-0.160748277,-0.132019678,-0.765132103,-1.240722132,-0.739100424,-0.868763262,-0.700284439,-0.044231503,-0.650166336,-0.682334201,-0.283689006,-0.927694276,1.2468584,-0.15924872,-0.421051275,0.81811501,1.578770964,-0.541325029,-0.850907584,-0.883518432,-0.408257015,6200
-0.002438074,-0.174325971,-0.21604296,-0.765132103,-1.240722132,-0.739100424,-0.868763262,-0.700284439,-0.044231503,-0.650166336,-0.682334201,-0.283689006,-0.927694276,1.2468584,-0.15924872,-0.42659818,0.81811501,1.578770964,-0.541325029,-0.850907584,-0.883518432,-0.418645774,6200
0.222697254,-0.15395943,-0.132019678,-0.765132103,-1.238908425,-0.739100424,-0.868763262,-0.700284439,-0.045647109,-0.650166336,-0.682334201,-0.283689006,-0.927694276,1.2468584,-0.15924872,-0.467460376,0.81811501,1.585047315,1.84731898,-0.850907584,-0.883518432,-0.453904592,4500
-0.302618511,-0.167537124,-0.037104488,-0.765132103,-1.244349546,-0.739100424,-0.868763262,-0.700284439,-0.045647109,-0.650166336,0.233735758,-0.283689006,-0.927694276,1.2468584,-0.15924872,-0.472822383,0.81811501,1.586616403,-0.541325029,-0.850907584,-0.883518432,-0.499552168,4300
-0.659082781,-0.276158676,-0.132019678,-0.765132103,-1.238908425,-0.739100424,-0.868763262,-0.700284439,-0.045274581,-0.650166336,-0.682334201,-0.283689006,-0.927694276,-0.80201569,-0.15924872,-0.467275479,0.81811501,1.581909139,1.84731898,-0.850907584,-0.883518432,-0.506792818,5200
-0.790411722,-0.323680605,-0.116114036,1.30696385,-0.914254885,-0.702625132,-0.811895363,-0.606584932,-0.046094143,-0.634019268,0.233735758,-0.283689006,-0.832090348,-0.80201569,0.927085794,-0.449710282,-1.22232203,-1.435446847,1.84731898,-0.850907584,-0.801494073,-0.490107842,4999
-0.321379789,-0.249003288,-0.068915772,1.30696385,-0.914254885,-0.702625132,-0.811895363,-0.606584932,-0.045609857,-0.634019268,0.233735758,-0.283689006,-0.832090348,1.2468584,0.927085794,-0.467275479,-1.22232203,-1.443292286,1.84731898,-0.850907584,-0.801494073,-0.474367298,4796
-0.321379789,-0.249003288,-0.223477119,1.30696385,-0.92876454,-0.702625132,-0.811895363,-0.606584932,-0.045535351,-0.634019268,1.149805718,-0.283689006,-0.832090348,-0.80201569,0.927085794,-0.450634766,-1.22232203,-1.44799955,1.84731898,-0.850907584,-0.801494073,-0.468071081,5600
-0.340141066,1.000144559,-0.06770556,1.30696385,-0.923323419,-0.702625132,-0.811895363,-0.606584932,-0.045051065,-0.634019268,1.149805718,-0.283689006,-0.832090348,1.2468584,0.927085794,-0.252795174,0.81811501,-1.44799955,1.84731898,-0.850907584,-0.801494073,-0.47877465,5200
